


Bad Boss
“Take them off,” I begged softly.
“Lie on your back,” Julian countered as he rounded to the side of the table, presenting me the delectable view of his shirtless body.
I felt another surge of wetness in my pussy as he gave those three swift jerks to undo his belt. I’d become addicted to that sight.
“Massage the oil onto your tits,” Julian said as he unbuttoned and unzipped his pants.
I reached over to dip my fingers in the oil, holding my hand above my chest to watch the liquid drip onto my hard nipples then slide down my naked curve. The sight was tantalizing even for me. I had to gaze down and watch as I rubbed my own breasts, letting out a giggle for the fact that I was practically shining them for Julian.
But he didn’t share in my amusement. In fact, as he watched me, his jaw tightened. He actually looked turned on to the point of being pissed off when he approached me, running his hand over the length of his clothed erection.
“I don’t think you realize, Sara,” he pulled my hands away from my body, “just how much of a fucking animal you turn me into,” he finished in a murmur, pushing my tits up and together. They were so round and reflective they looked almost fake, and I never in a million years thought I’d find that arousing, but right now, I was so wet I was pooling onto the table. “Do you have any idea how difficult it is to carry on with a meeting when all I can think about is you? When all I can see is your perfect fucking body getting rubbed down by hands that aren’t mine?”
“I’m sorry I ruined your meeting,” I smirked.
“You’ll make it up to me,” Julian said, sending a chill over my skin. With gravel in his voice, he murmured, “Spread your legs for me.”
As soon as I did, he cupped under my left thigh, pulling me to the edge of the table and lifting my leg. Resting it on his naked chest, he pulled out his cock, stroking it twice in his hand before sliding it into my pussy.
“Oh my God.”
I clawed the silky sheet on the table as Julian leaned forward, penetrating me fully. His eyes were like steel as they took me in. He looked so unbelievably gorgeous in the warm lighting, yet so dauntingly serious. His lips were pressed into a line even as he wet them. But he allowed himself a low growl when he leaned forward to play with my breasts again, squeezing and pinching as he pushed in deep.
I could barely make a sound. I was filled to the hilt, my pleasure tinged with just the right amount of pain as Julian furiously pumped his hips. His every muscle flexed, and his every tendon twitched as his tempo steadily increased inside me.
“Tell me how that feels, baby,” he whispered, his electric stare shining bright in the dark room. I struggled to speak. “Does that feel good?”
“Too good,” I breathed in awe, my eyes following his every move.
I felt more exposed than ever as he lowered my leg from his chest, gripping under both my thighs and holding them apart to give himself an unobstructed view of his cock driving into my pussy. His bottom lip tucked just under his teeth as he watched himself fuck me. Holy shit. There was something so carnal and erotic about his rapt focus on the image. It felt as if he were claiming me – showing himself that when he had me like this, I belonged to no one but him.
He looked absolutely entranced by his view.
But when I came, his mouth was promptly on mine – like he wouldn’t miss my orgasm for the world. His kiss was deep, fast and lush, and with his cock still buried inside me, it felt like he was devouring me. Owning every inch of me.
And I wanted him to.
I watched with wild-eyed fascination when Julian gnashed his teeth and finished inside me, his fingers digging into my body, his hard muscles slowly relaxing as he groaned my name. As we caught our breaths, it felt as if I breathed in what he exhaled.
It was a miraculous feeling.
I didn’t ever want to let it go.











31

JULIAN



The first meeting of our second day in Biarritz was streamlined to include only Colin, two advisors and myself. It was just before noon, so as far as I knew, Turner and Carter were both asleep. Sara was on another drive around town that I’d arranged in the same green Eldorado.
I knew she was displeased when I left for the meeting this morning from my hotel room. As I knotted my tie, she sat at the edge of my bed in a yellow dress that went off her shoulders. She had her ankles primly crossed and her hands folded in her lap while looking thoroughly pissed at me. It was oddly charming, and I couldn’t stop glancing in her direction, but I didn’t change my mind.
I wanted to go to this meeting without her. The topic of discussion for today was well beyond the study materials Colin and I had given her about the resort, and it didn’t make sense for her to attend.
On top of that, it was probably time to start separating her from the project.
So I sent her on a little adventure for the day, hoping that by night, I could listen to her talk breathlessly on and on about it.
“Now this is quite the view,” Turner’s advisor, Irv, said as we sat on the wide terrace of the resort’s fine dining restaurant overlooking the coast. “To be frank with you, Julian, the Roths have long made up their mind. I think you know that,” he chuckled, holding his hands up in slight apology. “At this point, we really only need to go through formalities. Then we’ll get into the extensive paperwork, but as you know, we’re all very pleased with how well this suits Turner and Carter’s endeavors. I realize it’s barely noon, but we should toast to that.”
“Just in time,” Colin remarked as the servers came back with the bottles of champagne I’d ordered.
“Of course, you’re always a step ahead,” Irv laughed, waving the server off to pour the flutes himself while his colleague, Robert, gazed out at the ocean. It looked particularly blue under this morning’s sun.
“Do you surf, Julian?” he asked.
“I do.”
“Ah, of course you do. What don’t you do?”
“I haven’t in a long time,” I admitted, squinting in the sun since I’d given my Persols to Sara. “I’m not sure how well I’d fare out there after so many years.”
“How many years has it been?”
However many years it’s been since I’ve seen Lucie.
“Probably five now. Maybe six,” I replied, peering out at the water.
I could see the exact spot where I’d spent dozens of mornings with Lucie. I could still remember those ridiculous golden pigtails wagging in the wind. Her hair was short. To her mother’s dismay, it refused to grow. But Lucie was never bothered by it. She loved ribbons and bows, so she still did her own hair in the morning, securing two inch-long pigtails at the top of her head that I called her hamster ears.
Every time I said “hamster,” she would oink. And every time I told her that wasn’t the sound a hamster made, she’d laugh. In that way, she reminded me a lot of Emmett. She did things just to amuse herself with my reaction.
Their sense of humor was such a striking resemblance that one morning I caved and called Emmett to introduce him to Lucie.
They talked easily and exchanged goofy stories for over an hour, which surprised even me. While still on the phone, Lucie asked me when she would meet her uncle, and Emmett and I looked at each other, took a breath and just like that, overlooked the wall between us to book him a flight to France. Lucie was so thrilled she darted off to make him a welcome card despite the fact that his flight was two weeks away. At least it was till he canceled it.
Two days after our great conversation, Emmett texted and said he couldn’t come, and not to call him anymore – that Mom was hurt over how he was trying to embrace the family I had replaced them with. I did my best to explain, and I think he tried to listen, but the call ended before any good could come of anything.
And just like that, another brick cemented itself to the ever-heightening wall between us.
So I spent as much time as I could with Lucie.
We loved watching the surfers together in the morning, before Liz even woke up. Despite how often she asked, I was hesitant about teaching Lucie to surf. But after seeing so many fathers out there with kids as young as two years old, I yielded. She was an absurdly good swimmer, anyway, with no discernible fear of the water. Paddling out was always my biggest challenge on a board, but Lucie aced it like it was nothing.
Staring out at the water this morning, I spotted a boy a little older than her out there, and I wondered how Lucie stacked up against him now. She had said in one of her letters that she still surfed when she could, but that was awhile ago. Realistically, she’d forgotten surfing the way she had English. Remembered the basics. Not well enough to want to practice.
“Hoult, Turner told me great things about the hot stone treatment here.”
Returning my eyes to the table, I eased smoothly back into the conversation. Irv and Robert were talking about the spa that Turner had apparently raved about. I offered to schedule them appointments there before our dinner tonight.
But despite my convincingly undivided attention on them, I was thinking about the distance.
I was probably an hour-and-a-half away from Lucie by plane right now. I could actually take the jet and be there faster than that. I’d ask a trusted member of the hotel staff to join me, and that person would serve as my translator, so I could explain everything to Lucie.
I had no idea what her mother had told her about me.
I didn’t want to think about it, but knowing Liz, it was something cruel – probably that I had willingly left them because I was too busy for a family. That I had asked them to move out. I could tell from the waning excitement in the letters Lucie sent that her image of me was changing as she grew. I imagined she could better understand the stories her mom told her. Whatever the French words were for “abandoned” and “unavailable,” she probably heard them a lot when Liz spoke about me. If Lucie badgered her enough, I wouldn’t put it past Liz to mention that she wasn’t biologically mine. She was ruthless when it came to hurting people. She said she’d learned that from me.
So I believed fully that she would hurt Lucie for the sake of dragging me through the mud. And for that reason, I wished badly for a chance to explain myself. I’d considered the short plane ride about a thousand times during this lunch alone.
But as much as I wanted to and technically could see Lucie, I knew well that reappearing in her life now would only hurt her.
In her letters, she mentioned friends and school, and all the new memories she was creating in place of the ones we once had. She was moving on. Kids did that well. They were quicker than adults when it came to looking at a different reality and accepting it as their new one.
It wasn’t to say Lucie didn’t hurt over me. There were probably many nights of questions and crying shortly after they moved out of the house. But over time, that heartbreak subsided, and by now, Lucie had hit her stride in terms of forgetting about me. The decreasing frequency of her letters, and the way they spoke happily of friends showed me that much. Now, she was simply focused on being a happy little girl.
So as I sat at this table with Turner Roth’s advisors, I decided to finally let her go.
If there was a bright side, it was that I had my own new chapters ahead of me.











32

SARA



I’d covered everything from the beach to the aquarium to the Musée Bonnat by the time I returned to the resort around five.
For excluding me from the meeting this morning, I was hell-bent on staying at least grouchy with Julian, but that didn’t work. He had texted me all day during my adventures, asking for updates on what I’d seen. After a good deal of badgering, he even caved to my request to download Snapchat, an idea he was fervently against till about 2PM.
But from that point on, I sent him picture after video after picture of where I was. And wherever I was, I stopped and grinned to read whatever he promptly sent back. For shots of scenery, it was usually “very nice” and a suggestion of something cool to see or peruse nearby. But for selfies, Julian’s replies grew increasingly urgent, starting with “you look gorgeous” to “damn it Sara,” before finally reaching “come back now so I can take your dress off.”


ME: If you actually have the time between meetings to do that, I will happily skip the Casino Barrière
JULIAN: Come back to me please
ME: Everything okay?
JULIAN: Not bad considering I haven’t had to deal with either Turner or Carter all day
ME: Not bad but not good either?
JULIAN: Everything’s fine. Just need you right now.


I stopped in the middle of the town square, my heart skipping a beat as I read that message. Then without wasting another second, I turned straight on my heel to go back to the resort.
I was on my way up to our floor in the vintage elevator when it stopped halfway, opening to present me with Turner. His shirt was half unbuttoned and twisted askew, thanks to a similarly haphazardly dressed girl hanging off his body.
“Holy shit, enough,” he laughed, peeling her off of him before stumbling in and noticing me. “Oh, shit! Look who it is. Quick, press door close so she doesn’t follow me in,” he said, hitting me with the stench of sex and sweat as he jabbed the button.
“Hello, Turner,” I finally offered my greeting.
“Hello yourself. Jesus, look at you. I just wanna pull on this,” he said, tugging at the tie of my bikini top at the back of my neck. I shirked away.
“Please don’t.”
“That’s fine, I can see plenty as it is,” he laughed, looking down at the outfit I’d changed into for the beach – a white V-neck tunic dress over my light blue swimsuit. Turner kept his eyes pinned to my cleavage. “Listen, Sara, what can you tell me about the age demographics in this town?” he asked with a serious frown despite still staring at my chest.
“The residential population or the tourist population?”
Turner grinned. “Whatever.”
“Well, starting with the population on a regular basis, it’s about twenty-five thousand with a median age around – ”
“Honestly, all I really want to know is why I’m having trouble finding girls as pretty as you.”
Ugh. I stretched my lips in a smile to avoid retching in Turner’s face, which I really did want to do considering he’d just baited me with work talk for the sole purpose of leading into a shitty pick-up line.
“I think that’s above my pay grade, Turner.”
“You’re funny. Seriously though, Sara – what does it feel like to be the most beautiful woman in Biarritz right now?” Turner pressed on, almost buckling my knees with his sheer level of cheese. “Don’t laugh! Trust me, I’ve been looking around, I’ve given it a few shots here and there, but so far, the talent is surprisingly bleak for a surf town,” he said as the elevator approached my floor.
“You never pressed your floor, Turner,” I smiled as the doors opened on mine. I pursed my lips when he followed me out.
“I have a question about the age demographics. Business stuff.” He strode behind me with a grin in his voice. “Can you help me out?”
“Absolutely. Would you like to schedule for all of us to meet a little early before dinner? I’m sure Julian’s on the premises, so that can be easily arranged,” I said, slowing to a stop in front of my door. Turner smirked down at me.
“Nah. I’ve already got you here. Let’s just talk in your room,” he said, nodding behind me. He was aware as usual that I saw right through his bullshit – he just didn’t care. He was confident it would still work.
“No, Turner, we should meet in the salon,” I said politely.
“Oh, come on, sweetheart. Don’t be so rigid.” Oh, pleeease. I did my best not to roll my eyes. I honestly wished I had a hidden camera live streaming all this entitled douchebaggery to Lia. She’d love it. “Just humor me, Sara.”
“Alright, Turner,” I said, watching his eyebrows wiggle in anticipation of my key on the door. But I didn’t give him that satisfaction. “Hit me with your question right here. About age demographics? Is that what you wanted to ask?”
I did my best not to laugh as Turner’s face fell flat. But just as quickly, it returned to life with that signature shit-eating grin of his.
“Jesus. You really don’t trust me enough to come in your room?” he asked, giving a little chuckle.
“My room is not a space for a business meeting, Turner.”
“Fine, then let’s do something besides business.”
Okay, so you’re clearly just going for it now. I crossed my arms.
“Considering business is precisely what we’re here for, my answer is going to be no.”
“Let’s be real – your business here is a little different than that of the guys.”
“Come again?”
Turner rubbed his chin and laughed. “Oh, no… you think I don’t know, do you?”
My heart thumped but I cocked my head to play it off.
“Know what?”
“Why you were hired,” he said, stepping close to me. I was sure his chest was entirely too close to mine, but I didn’t give him the satisfaction of looking down to confirm. I kept my stare pinned right back on his, refusing to look anything but undaunted.
“And why do you think I was hired, Turner?”
“Come on, Sara,” he whispered mischievously. “Girls like you get jobs like these because they’re pretty. Because their asses look good in little skirts. You’re hired strictly to make deals go more smoothly for guys like Julian. It’s why he hired you to oversee the changes at this resort,” he said, letting me know that he didn’t actually have the information I thought he did. I let out an inaudible breath of relief as Turner smirked. “Julian put you out here because people are more inclined to do what you say, Sara. You’re sweet, and friendly, and pretty, and they subconsciously want to please you. Hell, I know I want to please you.”
“Turner, from what I observed before you joined me in the elevator, you have your choice of women here,” I said calmly.
“Well, they don’t do it for me. I tried using them to scratch the itch – it didn’t work.”
I was quickly reaching my limit of being able to even fake laugh this off, so with the same polite smile I’d been giving him, I said, “Turner, I do have to get ready. I’ll see you at dinner.”
His voice was smug as I turned to open the door.
“That ass of yours is telling me to come in.”
“I assure you it’s not,” I fired back without glancing behind.
“Christ. So why even dress like that if you don’t want me to react?” he asked. I was halfway in my room when I froze in utter disgust. “You’re asking me to fuck you and then telling me you don’t want it. Is that not what’s going on?”
Lord, Turner. Seriously?
His questions were appalling. Undeniably so. Still, I waited for myself to feel that rush of shame or guilt. I waited to feel the need to cover up and tell myself I’d asked for it, but the feeling didn’t come.
Firmly blocking my open door, I turned to face him.
“Mr. Roth, as it turns out, women sometimes do things for their own pleasure and happiness. I wear my clothes because I like them, and because I feel good in them. I enjoy feeling attractive, and if that catches your attention, then you are welcome to look. But unless I invite you, do not ever touch or assume you’re entitled to. Using the way I dress as an excuse for your lack of respect or self-control is not justified or sufficient.” I tilted my head. “Okay?” I asked with a deliberate brightness that could only be interpreted as friendly.
Turner gazed at me for several seconds, his eyes glimmering.
“You know, you’re different than all the other girls.”
“I’m not. I’m just different from the ones you pursue. Cast a wider net and you’ll meet plenty of women willing to speak their minds.”
The shit-eating grin was back. “Why look for them when I’ve already got you?” Turner asked, looking me up and down. “Come on, sweetheart. Just let me in for a second,” he persisted. “I’ll keep it strictly business – pinky swear.”
I stared at him. “We can discuss anything you want right in this hall.”
“I don’t want to discuss it in the hall, Sara, and considering I’m the one making all the final decisions on this trip, you should probably think twice about being so difficult to work with,” he asked, his teasing tone tinged with an iciness now. He smiled at the slight falter in my expression. “You know Hoult needs this deal. I’m by far his highest bidder for this resort, and Roth Entertainment is the only, and I mean only company that can launch Empire Stadium into becoming the most lucrative stadium in New York. Considering the competition, that’s a big fucking deal in that town. And it’s a big deal to his family – I’m sure you know how important his family is to him. Right?”
“I do,” I muttered, my heart racing.
I swallowed hard as I thought about this deal coming down to a chance run-in with Turner, and his stupid, egotistical need to get his way and come in my room. I couldn’t stand the thought of Julian failing this venture solely because of me, or the thought of becoming another woman who came between him and his family. I considered that letting Turner into my room could be quick – that I could text Julian the moment I got in and let him know to swing by ASAP. If Turner’s intentions were in fact as lewd as I imagined, then I’d just have to stall for ten, fifteen minutes before Julian arrived.
For the sake of this entire deal, those fifteen minutes seemed potentially worth it.
At the same time, while I took more risks these days, I’d decidedly stopped taking ones like these.
I respected myself far too much for it.
“I’m sorry, Turner. But you’re not coming in my room,” I said, heading inside and nearly shutting the door in his face. My heart pounded when Turner pushed his hand against it, but to my slight relief, he only held it open enough to say one last thing.
“Come work for me.” He was quiet for a moment, his eyes curiously studying mine. “I’ll triple the salary you’ve got with Hoult.”
“I appreciate the offer, Turner, but no thank you.”
He laughed. “You barely gave it a thought.”
“I didn’t have to. See you at dinner.”
I flashed another perfectly nice smile before tightly shutting my door and locking it.











33

JULIAN



In the bustling dining room, with live jazz floating around us, I sat with Irv to my left and Robert to my right. Well across the table from me was Sara, sandwiched between the Roth brothers, looking so beautiful I could barely think straight.
My heart rate hadn’t gone down since she arrived at dinner in a light beige dress with thin straps I could barely make out against her glowing skin. The material looked soft, and it hugged tight all over her body while dipping loosely across her breasts. Her plunging cleavage made an appearance only when she reached or leaned in certain positions, making the night a game of silently anticipating Sara’s every movement, no matter what you were doing. Like everyone else, I was guilty of looking every time that neckline dipped.
But unlike everyone else, I was too far from Sara to speak to her, which made looking at her physically hurt.
I wanted to be next to her.
Fuck that – actually, I needed to be.
I was genuinely unsure that I could sit through this dinner. I’d seen Turner and Carter salivate over Sara before, but something was different tonight. To start, I hadn’t had the time to see or touch her since early morning. I ached for the chance to hear her breathlessly recount her stories from the day, but thanks to Irv and Robert’s ceaseless questions, I couldn’t make it to her room after she got back to the resort.
It was a technically small hiccup in an otherwise seamless day of great meetings, but it felt huge to me.
I could admit that I wanted her comfort. There was a dull ache in my heart today. I knew it had to do with Lucie, and I knew I needed only a few moments with Sara for that ache to fade away. Just a second or two of her arms wrapped around my neck and her head resting against my chest was all I needed to breathe.
“Another glass of champagne for you, sir?” the server asked as he glided by. I was in the midst of declining when Turner yelled across the table.
“Another round for everyone. We’re celebrating,” he told the server jovially. “Turner Roth.” He held his hand out. “This is my brother, Carter. Remember the names, ‘cause we’re buying this resort, so you’ll be seeing a lot more of us soon.”
For fuck’s sake. I prepared to apologize on his behalf, but the server was quickly gone, and Turner was quickly back to murmuring in Sara’s ear.
Under the table, my fingers fired a quick text.


ME: You alright?
SARA: Yes.
SARA: But I miss you.


Fucking hell.
We locked eyes as Turner leaned his arm onto the table in front of Sara, caging her in like his prey. Her steady gaze confirmed she was still fine, that she had this under control, but it didn’t ease my heart. My patience for being apart from her had been wearing thin all day, and now, as I watched her remove Turner’s hand from her bare shoulder, it was officially gone.
“Gentlemen,” I said suddenly, facing Irv and Robert while shooting another quick text.


ME: We have a meeting with the resort’s marketing team tomorrow at 8AM, before the final meeting with the Roths at 10AM.
COLIN: Oh God we do?
ME: No. But go with it


“You’re kidding. You have to go already?” Irv seemed genuinely disappointed. I knew well that he disliked being around the Roths as much as I did. “But Turner just ordered a round of champagne.”
“Yes, unfortunately, the three of us should be wrapping it up soon. Colin,” I looked to him a few seats down. “Remind me the time of our meeting with the marketing team tomorrow?”
“Eight in the morning, sir.”
“Oh, wow,” Irv muttered, removing the napkin from his lap to stand and say goodbye. “Well, we look forward to seeing you tomorrow at noon,” he said, shaking my hand before Robert got up to do the same.
Across the table, Turner practically fucking pouted.
“You shitting me, Hoult? You gonna let Uncle Rob and Grandpa Irv outlast you tonight?” he demanded incredulously. “At least let Sara stay. Girl just wants to party. Don’t you, Sara?”
I could tell from the way she flinched that he’d squeezed her knee under the table. My heart felt like a brick as it hammered in my chest, my eyes blazing on Turner as Sara rose from the table.
“No, Turner, I think I’d just like to sleep,” she said with an admirable calm. “Gentlemen.” She faced Irv and Robert with a tight but convincing enough smile. “I look forward to our final meeting tomorrow.”
“As do we, Ms. Hanna,” Irv said. “You have a good night now.”
“You as well.”
With that, the three of us left, pacing briskly and in unison out of the busy dining area. The room was big but the air still felt hot as I strode alongside Sara, both of us wordlessly aching to touch one another.
It wasn’t till we were out of the Roths’ eyesight that Sara’s eyes glimmered over at me, the corner of her lip between her teeth. I dropped my eyes to see her hand reaching cautiously for mine. Apparently, she couldn’t wait.
Apparently, neither could I.
Instead of taking her hand, I touched Sara’s back and led us in a sharp turn down the stairs toward the restrooms. She didn’t ask what we were doing. She didn’t so much as hesitate as side by side, we descended the stairs.
The moment we got down there, I pushed her up on the wall.
“I need you now,” I hissed, catching her jaw and holding it firm as I kissed her deeply.
Her energy immediately matched mine. With two hands gripping my belt, Sara yanked me tight against her body, eagerly parting her mouth for my tongue.
“Julian,” she gasped as I pushed us into the men’s bathroom. I had no way of knowing it was empty, but it was, and thank God for it, because I couldn’t wait another second to feel her. “You’re crazy,” she whispered breathlessly through the smile she pressed against my lips. Her giggle bounced off the marble of the empty room as I pulled her into a stall and locked us in. “Julian.” She moaned as I rubbed her palm against my fully hard cock. “You’re so fucking crazy.”
“You’re the only one who gets me like this.”
“I know,” she whispered.
“Pleased with yourself?” I smirked, licking a wet line up her neck. Her breasts trembled in my hands as she shuddered. “Are you happy that I have no control around you?” I murmured, cupping her in my palms and thumbing circles over her nipples till they pebbled tight. “You make me feel like I’m losing my fucking mind, Sara.”
“You do it worse to me,” she breathed. Her fingers moved quickly, undoing my belt as I kissed the straps off her shoulders and watched her dress tumble down to her waist. I dug my fingers into her hips as I kissed the round tops of her breasts, groaning as she freed my erection and stroked it in her soft hands.
My forearms crashed against the stall, caging her in as I braced myself. The head of my cock was throbbing as she rubbed it against her naked stomach and whispered, “I want you to fuck me.”
I had every intention of doing so. But just then, the doors swung open and we heard a gratingly familiar voice.
“Seriously, man. Fuck Hoult for leaving right after I ordered champagne.”
* * *

SARA

My mouth hung open for several seconds, my heart pounding in disbelief.
Topless in the men’s bathroom, Julian’s cock pulsing hot in my hands, I found myself suddenly standing two yards away from Turner and Carter Roth. Thank fucking God for the stall doors that reached all the way to the floor. They shielded Julian’s shoes and my heels as the Roth brothers pissed at the urinals.
They were like middle school girls. Even after they were done with their business, they stuck around to talk shit about none other than us.
“He’s just mad you might fuck his assistant before he does,” Carter laughed, washing his hands. My eyes locked on Julian’s, I saw the fire return behind them. It burned hotter as Turner chimed in with his usual bullshit.
“That dude’s got such a stick up his ass. If she worked for me, I’d be smashing every day at the office. I’d fuck her right in front of everyone. I wouldn’t care.”
“The guys would love that,” Carter chuckled. “She’s got some fuckin’ tits on her.”
Julian’s neck was tight. I noticed a vein in his forehead that I hadn’t before. I willed him silently to calm down, but that was impossible with Turner escalating his idiocy.
“Yeah, I’m pissed I didn’t get to see those things that night at the pool. I swear she was shaking them around on purpose to get my dick fuckin’ hard,” he said, prompting my lip to curl in a sneer. How delusional are you, Turner?  My chest heaved as his blatant lies continued. “Should’ve fucked her right in front of Julian.”
Julian’s hand formed a fist against the wall above my head. He looked a second from losing it so with a hand on his jaw I turned him to face me, my eyes urging him to breathe as my free hand resumed stroking his cock.
“Baby,” he whispered his tortured warning. His eyes closed as I slowly picked up my pace.
“I fuckin’ tried getting in her room today. She shut me down.”
I bit down hard on my lip as Turner revealed what I had yet to tell Julian. My eyes were big, unblinking as Julian stared into me, his eyebrows pulling tight in silent question about what happened today before dinner. I didn’t know how to calm him. My pulse was fast as I watched the hollows of his cheeks flex as he clenched his jaw. His shoulders went rigid again, and his chest expanded under his shirt, looking so tight I swore I could bounce quarters off it.
He was livid, but his anger wasn’t for me. It was for them.
“Just kick the door open next time,” Carter joked.
“For her I might have to. I’m gonna fuck her one way or another.”
That was it.
Shit.
My breath hitched in my throat as I watched the last of Julian’s composure flicker out of his eyes. But instead of flying out and slamming Turner’s head in the wall, he yanked my leg up against his body, pushing my panties aside with his cock.
Holy fuck.
Shock rippled my body as Julian’s hard cock pushed inside me. Electricity crackled between us, our stares locked unblinkingly on each other as he entered me inch by solid inch.
“We’ll find a way to get her clothes off,” Carter snorted as I dug my nails into Julian’s shoulders, lifting myself to give him more leverage to rock his hips inside me.
I soaked in his wordless intensity as I grinded against him, my body flooded with a mixture of anger, satisfaction and vengeance.
The Roths could suggest all they wanted that I could be theirs, but the truth was in front of me and inside me, and it fucked me hard the moment the brothers left the room.
“Mine,” Julian growled, his lips on mine as he shook the stall, his hips thrusting tirelessly inside me. “You belong to me.” He kissed me with a hunger that grew by the second. “Only me, Sara.”
“That’s all I want,” I whispered tremulously as he kept the tempo of his stroke while sucking the tips of my breasts in his mouth. I rolled my head back against the stall, my breaths growing jagged as he flicked and swirled his tongue over me, my pleasure building so high so fast I only vaguely sensed Julian lifting me like a feather off the ground.
Pinned against the wall, his cock pierced me deep, and his abs rubbed against my clit for barely five seconds before the sensation became unbearable.
“Come for me, baby,” Julian murmured fervently.
My body obliged and took him with me, my lips gasping for air as Julian finished inside me with an echoing roar. We were entirely too loud for the setting, but we didn’t care – couldn’t even if we tried. We were too hot, angry, and eager to stake our claims on one another tonight.
And we were both too far gone to stop ourselves.











34

SARA



From dinner, we went straight back to our hotel room – rather, my hotel room that we were apparently now sharing.
After grabbing his bag from his suite down the hall, Julian returned to me. Standing in the doorway of the bathroom, he quietly unbuttoned his shirt, getting leisurely undressed while watching me shower through the glass door. I could see behind him into the living room, and out the windows at the moonlight glimmering over the water.
For once, I enjoyed the partition between Julian and me. I wiped at the fog steaming the shower door as I continued watching him drift in and out of the bathroom while taking his clothes, his watch and his shoes off. Without something separating us, I was pretty sure I’d climb all over him again – it was hard not to, even when I was still catching my breath from what he’d just done to me at the restaurant.
Plain and simple, there was no looking at Julian without wanting him. But I forced myself to just pause and take this time to gaze at my current reality.
A little over a month ago, I spent between six and seven days a week in a windowless part of my office at June Magazine. I worked unpaid overtime every day in order to complete my superiors’ assignments, I went through my ritual of sex with Vanilla Jeff in his cluttered office, and my idea of vacation was thirty minutes at a coffee shop with Lia.
Now I was in Biarritz, France, in the most beautiful hotel room I’d ever seen overlooking the stunning Basque coast. To top it all off, I had Julian Hoult winding down with me after a long day out. Just watching him get ready to sleep was fascinating. Just sleeping in bed with him was fascinating. Seemingly everything about that man made me feel better, happier, more hopeful, and while I had been doing a great job of it up to yesterday, as I watched Julian now, I couldn’t deny it.
I was falling.
Hard.
I didn’t feel anything close to secure about it, but it was happening, and try as I might, I couldn’t stop it anymore.
“Hey,” I smiled as he got in the shower with me. I laughed as he gave a crooked grin and leaned his tired body into me for several seconds. I giggled, closing my eyes as he kissed my neck. “You’re almost there,” I murmured. Tomorrow was our last day before going home. Somehow, it felt like forever ago that we were in New York.
“Thank you, by the way,” Julian said when he pulled back. My eyes followed my hands as they ran over his solid pecs then slowly down the ridges of his abs.
“For what?” I asked softly.
“Making this trip easier for me.”
“I hardly did anything with the Roths this trip.”
“I don’t mean in regards to the sale,” he said, taking the little round of soap and running its smooth surface along my side. “I mean just… being here. In Biarritz. It’s not usually an easy trip for me.”
I blinked, water trickling down my hair and into my face. How had I not even considered that? This resort I was having the time of my life in had begun as a home – the one he’d built to bring back Lucie.
Of course it hurt to be here.
“I didn’t even think about how hard it was for you to come back here,” I murmured, frowning at myself.
“It usually is, but it wasn’t this time. I barely recognize this place when I’m here with you. It just feels like another beautiful French city when I get to see it through your eyes,” Julian said earnestly, oblivious to how incredibly sweet I found his words. He looked up at me and grinned. “That said I hope you didn’t enjoy your time here too much, because I have no intention of ever coming back once we’re gone.”
“I can always come here alone,” I teased.
“It would be a waste to let you go somewhere alone,” Julian said.
“Why’s that?”
“Because you’re so beautiful when you see something for the first time,” he answered straightaway. “I wouldn’t want to miss all those faces you make.”
I grinned wide. “Are you trying to make my cheeks hurt?”
“I’m not. But I’ve become pretty dependent on seeing that smile, so whatever makes you happy, I’ll keep doing it,” he laughed, letting water trickle over his head as he leaned in to kiss me.
At night, I drifted off to sleep while Julian sat next to me in bed, looking over some notes. He asked if I wanted him to move into the sitting room so I could turn the lights off to sleep, but I said no. I felt way too much at peace lying there with him reading next to me. I loved every second of it, even in my sleep.
I didn’t even mind that I woke up around two in the morning to find him still up, and still reading, though his material had changed since I was last awake.
“What’s that?” I asked, my voice cracking from the grogginess. Julian looked down at me and frowned.
“Hey. I’m sorry I woke you.”
“You didn’t. I just stir here and there,” I murmured, eyeing the pressed flower stationery in his hand. “Is that from Lucie?” I whispered sleepily. My lips curved in a smile when Julian took my hand and nodded for me to crawl up against him. Only when I had my head resting on his chest did he softy answer.
“It’s the last letter she sent where she wrote that she missed me, and she still didn’t understand why she couldn’t see me.”
“How long ago is it from?”
“About two-and-a-half years ago. She had just turned six. She’s thanking me for the birthday presents in this,” Julian said, running his thumb over the paper.
“Oh. You… know where they live?”
“Yes.”
“And you don’t ever get tempted to go there and find them?” My voice was small when I asked the question – as if that might lessen the pain of his answer.
“I thought about it every business trip I’ve ever taken out here. I thought about it today,” Julian admitted in a murmur, pulling my leg over his lap. I leaned closer into him, smoothing my hand up his chest to his shoulder. I rubbed it gently as he spoke. “Figured it was almost like a last chance. But I decided against it.”
“Why?”
“Because she’s perfectly adjusted now. She’s moved on from her memories of me, and it would be selfish for me to barrel into her life now and ruin the peace. She’s still too young to fully understand the situation. She wouldn’t know how to handle the fact that her mother has fed her lies about me. She’d just feel confusion and resentment, and all I want is for her to be happy. I don’t want her to feel what I feel.”
I gazed up at Julian, his stunning profile highlighted from the soft glow of the lamp. My heart ached for him, and I wished so badly that he could just see Lucie, but I understood exactly what he meant.
